ID,Count
18288,3615862.967864129
18289,3615862.967864129
18290,3615862.967864129
18291,3615862.967864129
18292,3615862.967864129
18293,3615862.967864129
18294,3615862.967864129
18295,3615862.967864129
18296,3615862.967864129
18297,3615862.967864129
18298,3615862.967864129
18299,3615862.967864129
18300,3615862.967864129
18301,3615862.967864129
18302,3615862.967864129
18303,3615862.967864129
18304,3615862.967864129
18305,3615862.967864129
18306,3615862.967864129
18307,3615862.967864129
18308,3615862.967864129
18309,3615862.967864129
18310,3615862.967864129
18311,3615862.967864129
18312,3282304.852703735
18313,3282304.852703735
18314,3282304.852703735
18315,3282304.852703735
18316,3282304.852703735
18317,3282304.852703735
18318,3282304.852703735
18319,3282304.852703735
18320,3282304.852703735
18321,3282304.852703735
18322,3282304.852703735
18323,3282304.852703735
18324,3282304.852703735
18325,3282304.852703735
18326,3282304.852703735
18327,3282304.852703735
18328,3282304.852703735
18329,3282304.852703735
18330,3282304.852703735
18331,3282304.852703735
18332,3282304.852703735
18333,3282304.852703735
18334,3282304.852703735
18335,3282304.852703735
18336,3043069.9909784477
18337,3043069.9909784477
18338,3043069.9909784477
18339,3043069.9909784477
18340,3043069.9909784477
18341,3043069.9909784477
18342,3043069.9909784477
18343,3043069.9909784477
18344,3043069.9909784477
18345,3043069.9909784477
18346,3043069.9909784477
18347,3043069.9909784477
18348,3043069.9909784477
18349,3043069.9909784477
18350,3043069.9909784477
18351,3043069.9909784477
18352,3043069.9909784477
18353,3043069.9909784477
18354,3043069.9909784477
18355,3043069.9909784477
18356,3043069.9909784477
18357,3043069.9909784477
18358,3043069.9909784477
18359,3043069.9909784477
18360,1473136.7957382672
18361,1473136.7957382672
18362,1473136.7957382672
18363,1473136.7957382672
18364,1473136.7957382672
18365,1473136.7957382672
18366,1473136.7957382672
18367,1473136.7957382672
18368,1473136.7957382672
18369,1473136.7957382672
18370,1473136.7957382672
18371,1473136.7957382672
18372,1473136.7957382672
18373,1473136.7957382672
18374,1473136.7957382672
18375,1473136.7957382672
18376,1473136.7957382672
18377,1473136.7957382672
18378,1473136.7957382672
18379,1473136.7957382672
18380,1473136.7957382672
18381,1473136.7957382672
18382,1473136.7957382672
18383,1473136.7957382672
18384,1465355.1242984352
18385,1465355.1242984352
18386,1465355.1242984352
18387,1465355.1242984352
18388,1465355.1242984352
18389,1465355.1242984352
18390,1465355.1242984352
18391,1465355.1242984352
18392,1465355.1242984352
18393,1465355.1242984352
18394,1465355.1242984352
18395,1465355.1242984352
18396,1465355.1242984352
18397,1465355.1242984352
18398,1465355.1242984352
18399,1465355.1242984352
18400,1465355.1242984352
18401,1465355.1242984352
18402,1465355.1242984352
18403,1465355.1242984352
18404,1465355.1242984352
18405,1465355.1242984352
18406,1465355.1242984352
18407,1465355.1242984352
18408,3588461.992564328
18409,3588461.992564328
18410,3588461.992564328
18411,3588461.992564328
18412,3588461.992564328
18413,3588461.992564328
18414,3588461.992564328
18415,3588461.992564328
